week_end,adjusted_close,weekly_return
2024-04-19,165.0,-0.06542057690235092
2024-04-26,169.3000030517578,0.026060624556107914
2024-05-03,183.3800048828125,0.08316598687095245
2024-05-10,183.0500030517578,-0.0017995518718934012
2024-05-17,189.8699951171875,0.0372575359285916
2024-05-24,189.97999572753903,0.0005793469909958215
2024-05-31,192.25,0.011948648928893135
2024-06-07,196.88999938964844,0.024135237397391096
2024-06-14,212.4900054931641,0.07923208975506668
2024-06-21,207.4900054931641,-0.023530518474954132
2024-06-28,210.6199951171875,0.015085013933967772
2024-07-05,226.33999633789065,0.07463679415601865
2024-07-12,230.5399932861328,0.018556141275058557
2024-07-19,224.30999755859372,-0.02702349227453471
2024-07-26,217.9600067138672,-0.02830899609397841
2024-08-02,219.8600006103516,0.008717167544313176
2024-08-09,216.2400054931641,-0.01646500094213621
2024-08-16,226.0500030517578,0.045366247268726845
2024-08-23,226.83999633789065,0.0034947722869613784
2024-08-30,229.0,0.00952214643352356
2024-09-06,220.82000732421875,-0.03572049203397931
2024-09-13,222.5,0.007607973100528964
2024-09-20,228.1999969482422,0.025617963812324396
2024-09-27,227.7899932861328,-0.001796685659914199
2024-10-04,226.8000030517578,-0.0043460655145260985
2024-10-11,227.5500030517578,0.0033068782623819626
2024-10-18,235.0,0.0327400432798397
2024-10-25,231.41000366210935,-0.015276580161236786
2024-11-01,222.91000366210935,-0.03673134205732598
2024-11-08,226.9600067138672,0.01816878105612929
2024-11-15,225.0,-0.00863591230122851
2024-11-22,229.8699951171875,0.021644422743055447
2024-11-29,237.3300018310547,0.03245315557632522
2024-12-06,242.83999633789065,0.023216594886129593
2024-12-13,248.1300048828125,0.021783926143538856
2024-12-20,254.4900054931641,0.025631727260696735
2024-12-27,255.58999633789065,0.0043223341623768174
2025-01-03,243.3600006103516,-0.047850056351074755
2025-01-10,236.8500061035156,-0.026750470457383324
2025-01-17,229.97999572753903,-0.029005742870760187
2025-01-24,222.77999877929688,-0.03130705749195728
2025-01-31,236.0,0.05934105975913884
2025-02-07,227.6300048828125,-0.03546608100503179
2025-02-14,244.6000061035156,0.07455080989625906
2025-02-21,245.5500030517578,0.003883879495244935
2025-02-28,241.83999633789065,-0.015108966270650614
2025-03-07,239.07000732421875,-0.01145380853298461
2025-03-14,213.4900054931641,-0.10699795477215135
2025-03-21,218.2700042724609,0.0223898011911845
2025-03-28,217.8999938964844,-0.0016951957150952435
2025-04-04,188.3800048828125,-0.1354749419024568
2025-04-11,198.1499938964844,0.0518631954582951
2025-04-18,196.97999572753903,-0.0059046086549797705
2025-04-25,209.27999877929688,0.06244290444990708
2025-05-02,205.3500061035156,-0.01877863483708153
2025-05-09,198.52999877929688,-0.033211624648215476
2025-05-16,211.25999450683597,0.06412127036625259
2025-05-23,195.2700042724609,-0.07568868053652089
2025-05-30,200.8500061035156,0.028575826849826402
2025-06-06,203.9199981689453,0.01528499861656707
2025-06-13,196.4499969482422,-0.0366320188690582
2025-06-20,201.0,0.023161125591447895
2025-06-27,201.0800018310547,0.00039801905997349785
2025-07-04,213.5500030517578,0.06201512386686914
2025-07-11,211.16000366210935,-0.011191755352348065
2025-07-18,211.17999267578125,9.466287803205908e-05
2025-07-25,213.8800048828125,0.012785359885756353
2025-08-01,202.3800048828125,-0.0537684670724643
2025-08-08,229.3500061035156,0.13326415935368718
2025-08-15,231.58999633789065,0.00976668922940438
2025-08-22,227.75999450683597,-0.016537855225260634
2025-08-29,232.13999938964844,0.01923079113299253
2025-09-05,239.69000244140625,0.032523490443734815
2025-09-12,234.07000732421875,-0.023446931703216767
2025-09-19,245.5,0.04883151329998969
2025-09-26,255.4600067138672,0.04057029211351204
2025-10-03,258.0199890136719,0.010021068787773313
2025-10-10,245.2700042724609,-0.049414717014561904
2025-10-17,252.2899932861328,0.028621473850808377
2025-10-24,262.82000732421875,0.04173773957868954
2025-10-31,270.3699951171875,0.02872683807384191
2025-11-07,268.4700012207031,-0.007027384439093787
2025-11-14,272.4100036621094,0.014675764232471078
2025-11-21,271.489990234375,-0.0033773114620105904
2025-11-28,278.8500061035156,0.027109713558082893
2025-12-05,278.7799987792969,-0.00025105728056806775
2025-12-12,278.2799987792969,-0.0017935289554106282
2025-12-19,273.6700134277344,-0.016565996017624873
2025-12-26,273.3999938964844,-0.0009866610077881033
2026-01-02,271.010009765625,-0.008741712451406536
2026-01-09,259.3699951171875,-0.04295049713663357
2026-01-16,255.52999877929688,-0.014805090836184198
2026-01-23,248.0399932861328,-0.029311648452020833
2026-01-30,259.4800109863281,0.04612166590005673
2026-02-06,278.1199951171875,0.07183591545262225
2026-02-13,255.77999877929688,-0.08032502779412731
2026-02-20,264.5799865722656,0.0344045188637363
2026-02-27,264.17999267578125,-0.0015118070783298743
2026-03-06,257.4599914550781,-0.025437207233745207
2026-03-13,250.1199951171875,-0.028509269717626462
2026-03-20,247.9900054931641,-0.008515871044317946
2026-03-27,248.8000030517578,0.003266250819192962
2026-04-03,255.9199981689453,0.028617343367581594
2026-04-10,260.4800109863281,0.01781811835733338
2026-04-17,270.2300109863281,0.03743089522716492
2026-04-24,271.0599975585937,0.003071407832298645
2026-05-01,280.1400146484375,0.03349818184765918
2026-05-08,293.32000732421875,0.04704787601414795
2026-05-15,300.2300109863281,0.023557900891743255
2026-05-22,308.82000732421875,0.028611384683597807
2026-05-29,312.0599975585937,0.010491516603629236
2026-06-05,307.3399963378906,-0.0151253004474462
2026-06-12,291.1300048828125,-0.052742863435375376
2026-06-19,298.010009765625,0.023632070784259662
2026-06-26,283.7799987792969,-0.047750110801712875
