month,真实净值(价格),对数收益正确累加,误当简单收益复利,偏离%
2018-08-31,2.272742893056576,2.27274289305657,1.9955239317949927,-12.197550462417494
2018-09-30,2.282502704285809,2.282502704285803,2.0040749379978453,-12.198354278624313
2018-10-31,2.124089356315436,2.12408935631543,1.8599231384642618,-12.436681021245343
2018-11-30,2.1620242256964954,2.1620242256964888,1.8928470367047923,-12.450239261541473
2018-12-31,1.9636003560391988,1.9636003560391935,1.7106317005590332,-12.882899246893176
2019-01-31,2.118105075164946,2.1181050751649413,1.8401986268161392,-13.1205222822652
2019-02-28,2.1810739865633355,2.181073986563329,1.8941082638909705,-13.157083365362121
2019-03-31,2.220168115597808,2.220168115597801,1.9277580648803976,-13.170626524319552
2019-04-30,2.307450691066577,2.307450691066571,2.0020931819871137,-13.233544285980702
2019-05-31,2.1556718193673814,2.1556718193673747,1.865868971847484,-13.443736885930303
2019-06-30,2.3042626314027608,2.3042626314027546,1.9902446284499875,-13.62770018804711
2019-07-31,2.334513341860451,2.334513341860445,2.016202841490621,-13.63498313169449
2019-08-31,2.2922781966914823,2.292278196691475,1.9793924581619602,-13.6495534870558
2019-09-30,2.331662236256238,2.3316622362562316,2.013111904704828,-13.66194153673307
2019-10-31,2.3793022239828487,2.3793022239828403,2.0538287883263506,-13.679364999359755
2019-11-30,2.460310416536986,2.46031041653698,2.122591522624575,-13.726678212734134
2019-12-31,2.53065024579766,2.5306502457976534,2.1824247377771906,-13.760317475665584
2020-01-31,2.526530112304952,2.5265301123049455,2.1788686521286005,-13.760432083636653
2020-02-29,2.3140224426319937,2.3140224426319875,1.9874342613683786,-14.113440528785459
2020-03-31,2.0244936151317234,2.024493615131718,1.7217784457193215,-14.952636409905685
2020-04-30,2.281288560514855,2.281288560514849,1.9273946718663162,-15.512894544505574
2020-05-31,2.38458945771719,2.3845894577171833,2.0127522995078375,-15.593340690406254
2020-06-30,2.4284382341886173,2.4284382341886093,2.049427412644516,-15.607183917969202
2020-07-31,2.562248390026045,2.5622483900260353,2.159352144240848,-15.724324283060698
2020-08-31,2.7417714699926825,2.7417714699926723,2.305581491332331,-15.909056733365013
2020-09-30,2.6342173405317584,2.6342173405317513,2.2133164545812014,-15.978214078022567
2020-10-31,2.561339646727955,2.5613396467279457,2.1512203292009153,-16.011906818018318
2020-11-30,2.8368005466228627,2.836800546622852,2.3709598014688495,-16.421342900140957
2020-12-31,2.9421067220709403,2.9421067220709336,2.4573790287007107,-16.475530603085364
2021-01-31,2.9093414776009214,2.909341477600912,2.4298585026978827,-16.48080772211127
2021-02-28,2.98525041930414,2.9852504193041303,2.4924440684835867,-16.508040586271022
2021-03-31,3.111940364868466,3.111940364868458,2.5960370409644984,-16.578187992550863
