train_months,test_months,oos_benchmark,model_mse,benchmark_mse,oos_r_squared,model_directional_accuracy,benchmark_directional_accuracy,timing_annual_return,timing_annual_volatility,timing_sharpe,buy_hold_annual_return,buy_hold_annual_volatility,buy_hold_sharpe
180,60,"MA(12), lagged one month",0.002067413867455998,0.002212469940988762,0.06556295787139055,0.6333333333333333,0.6166666666666667,0.09965530912212084,0.1333746213847352,0.7471834453021844,0.12481954603925408,0.1583051665169962,0.7884742411477329
