market,buy_hold_ann_return,timing_ann_return,buy_hold_ann_volatility,timing_ann_volatility,buy_hold_sharpe,timing_sharpe,timing_market_exposure,buy_hold_terminal_wealth,timing_terminal_wealth,months_in_market,months_in_cash,in_market_mean_return,in_cash_mean_return
U.S.: SPY,0.12481954603925408,0.06136896121570035,0.1583051665169962,0.13866795174804156,0.7884742411477329,0.4425605227602064,0.75,1.750116996762731,1.2952073181028083,45,15,0.006818773468411151,0.021150194941184575
HKSAR: Hang Seng,-0.046207530016860315,-0.06655555319128222,0.24075528568670232,0.19548683941547182,-0.19192737507325475,-0.34046053120655584,0.4166666666666667,0.68882377887837,0.6526725490190165,25,35,-0.013311110638256442,0.0029068604534888427
Chinese Mainland: CSI 300,-0.009591124451643592,0.004706593187970429,0.17701641249698274,0.16497286727953833,-0.05418211970490066,0.028529498611400993,0.8333333333333334,0.8841659106819738,0.9593578681803537,50,10,0.0004706593187970435,-0.007148858819807011
