train_months,test_months,oos_benchmark,train_r_squared,model_mse,benchmark_mse,oos_r_squared,model_directional_accuracy,benchmark_directional_accuracy
180,60,"MA(12), lagged one month",0.060781641563217415,0.0031649570771990817,0.0027966239074122797,-0.13170636523937218,0.48333333333333334,0.5666666666666667
